,관광지명,도시,테마,도로명주소,지번주소,위도,경도,구글별점,검색건수,데이터셋카테고리,지도상 관광지명,리뷰개수
340,5.18추모관,광주광역시,,광주광역시 북구 민주로 200,광주광역시 북구 운정동 582-4,35.23576619,126.9392544,4.5,140,,국립5.18묘지관리소,34
341,광주광역시문화예술회관,광주광역시,,광주광역시 북구 북문대로 60,광주광역시 북구 운암동 328-16,35.178205,126.881993,4.3,294,,광주광역시 문화예술회관,1075
342,광주광역시기아챔피언스필드,광주광역시,,광주광역시 북구 서림로 10,광주광역시 북구 임동 316,35.16942496,126.8888055,4.6,280,,광주-기아 챔피언스 필드,446
343,광주광역시민속박물관,광주광역시,,광주광역시 북구 서하로 48-25,,35.18441617,126.8884364,4.3,242,,광주역사민속박물관,354
344,전남대학교박물관,광주광역시,,광주광역시 북구 용봉로 77,,35.17388133,126.911182,4.7,133,,전남대학교 박물관,3
345,우치공원 동물원,광주광역시,,광주광역시 북구 우치로 677,광주광역시 북구 생용동 658,35.22431388,126.8942421,4.3,114,,우치공원동물원,1182
346,녹색에너지체험관 광주광역시전남지역본부,광주광역시,,광주광역시 북구 첨단과기로 123,광주광역시 북구 오룡동 1,35.22687915,126.8429479,None,244,,녹색에너지,None
347,광주광역시시민의숲,광주광역시,,광주광역시 북구 추암로 190,,35.23301946,126.8663369,4.2,282,,광주시민의숲야영장,392
348,광주광역시호호수생태원,광주광역시,,광주광역시 북구 충효샘길 7,,35.18421895,127.0011214,4.5,217,,광주호 호수생태원,2399
349,무등산풍암정,광주광역시,,광주광역시 북구 풍암제길 117,광주광역시 북구 금곡동 718,35.16047529,126.9932106,4.3,265,,풍암정,3
350,중외공원 산책로,광주광역시,,광주광역시 북구 하서로 50,,35.18145609,126.8842789,4.5,254,,중외공원,681
351,광주광역시어린이대공원,광주광역시,,광주광역시 북구 하서로 50,,35.18145609,126.8842789,4.2,313,,광주어린이대공원,317
352,5.18자유공원,광주광역시,,,광주광역시 서구 치평동 1161-6,35.14939198,126.8396500015,4.5,239,,5.18자유공원,382
353,전평제근린공원,광주광역시,,,광주광역시 서구 매월동 519-1,35.11557813,126.8484198,4.2,253,,매월호수공원(전평제근린공원),374
354,풍암생활체육공원,광주광역시,,,광주광역시 서구 풍암동 30,35.1308135,126.8834659,4.4,259,,풍암생활체육공원,568
355,운천저수지,광주광역시,,,광주광역시 서구 쌍촌동 869-9,35.14717497,126.8562207,4.2,282,,운천저수지,1579
356,월봉서원,광주광역시,,광주광역시 광산구 광곡길 133,광주광역시 광산구 광산동 452,35.235863,126.7451862,4.5,246,,월봉서원,140
357,용진정사,광주광역시,,,광주광역시 광산구 왕동 3-4,35.19745908,126.7243872,4.1,231,,용진정사,36
358,황룡친수공원,광주광역시,,,광주광역시 광산구 선암동 241-31,35.14394537,126.774342,4.3,270,,황룡친수공원,411
359,양산호수공원,광주광역시,,광주광역시 북구 하서로 311,광주광역시 북구 양산동 288-3,35.20276943,126.8736492,3.7,267,,양산호수공원,3
360,쌍암공원,광주광역시,,광주광역시 광산구 첨단중앙로182번길 39,광주광역시 광산구 쌍암동 653-1,35.22222807,126.8442514,4.5,234,,쌍암공원,1262
361,대인예술시장,광주광역시,,광주광역시 동구 독립로 284-2,광주광역시 동구 대인동 329,35.15612043,126.9128901,3.9,284,,대인시장,1234
362,상무시민공원,광주광역시,,,광주광역시 서구 치평동 1162,35.15422831,126.8420517,4.4,252,,상무시민공원,1055
363,광주광역시월드컵경기장,광주광역시,,광주광역시 서구 금화로 240,,35.13364608,126.874879,4.3,254,,광주월드컵경기장,698
364,평화공원,광주광역시,,광주광역시 서구 내방로 102,,35.15654724,126.8516022,4.0,313,,(재단)평화공원묘원,1
365,5.18기념공원,광주광역시,,광주광역시 서구 내방로 152,,35.15830536,126.8575559,4.4,110,,5·18기념공원,616
366,무각사,광주광역시,,광주광역시 서구 운천로 230,,35.15378107,126.8560181,4.4,295,,무각사,397
367,창작농성골,광주광역시,,광주광역시 서구 월산로173번길 15-1,,35.15297291,126.8929141,4.4,195,,농성골,176
368,유적근린공원,광주광역시,,광주광역시 서구 천변우하로 469,,35.16879873,126.8714435,4.2,117,,두루봉근린공원,27
369,청춘발산마을,광주광역시,,광주광역시 서구 천변좌로108번길 17-13,,35.15917994,126.8919941,3.6,247,,청춘발산마을,341
370,화담사,광주광역시,,광주광역시 서구 화운로156번길 17-8,광주광역시 서구 화정동 781-23,35.15352999,126.8784258,3.8,309,,화담사,18
371,요트올림픽동산지구,부산광역시 해운대구,,부산광역시 해운대구 APEC로 30,부산광역시 해운대구 우동 1413-4,35.16578256,129.1350266,4.1,149,,올림픽동산,323
372,동백섬,부산광역시 해운대구,,부산광역시 해운대구 동백로 116,부산광역시 해운대구 우동 708-1,35.15234205,129.1513619,4.6,311,,동백섬,217
373,해운대해수욕장,부산광역시 해운대구,,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 우동 620-3,35.15910698,129.1602838,4.5,0,,해운대해수욕장,1357
374,달맞이동산지구,부산광역시 해운대구,,부산광역시 해운대구 달맞이길 190,부산광역시 해운대구 중동 산 42-25,35.15768146,129.1825429,4.2,238,,달맞이동산,1237
375,당항포관광지,경상남도 고성군,,경상남도 고성군 회화면 당항만로 1116,경상남도 고성군 회화면 봉동리 950-1,35.0532261508,128.3920276219,4.2,278,,당항포관광지,305
376,장성호관광지,전라남도 장성군,,전라남도 장성군 북하면 백양로 591-4,전라남도 장성군 북하면 쌍웅리 산38-1,35.41373254,126.8508186,4.2,230,,장성호 관광지,259
377,홍길동테마파크,전라남도 장성군,,전라남도 장성군 황룡면 홍길동로 431,전라남도 장성군 황룡면 아곡리 373,35.31862071,126.7265578,4.0,234,,홍길동테마파크,431
378,용호 Sea-Side 관광지,부산광역시 남구,,부산광역시 남구 용호동 산 205번지,부산광역시 남구 용호동 산 205번지,35.101225,129.120361,4.6,200,,이기대 해안산책로,457
379,진주성,경상남도 진주시,,경상남도 진주시 남강로 626(본성동),경상남도 진주시 본성동 415,35.19043229,128.0802214,4.5,333,,진주성,3566
380,진양호,경상남도 진주시,,경상남도 진주시 남강로1번길 130(판문동),경상남도 진주시 판문동 산171-1,35.17660992,128.0362677,4.3,0,,진양호,23
381,경상남도 수목원,경상남도 진주시,,경상남도 진주시 이반성면 수목원로 386,경상남도 진주시 이반성면 대천리 482-1,35.15719862,128.2957346,4.4,262,,경상남도수목원,1494
382,무주 덕유산 리조트,전라북도 무주군,,전라북도 무주군 설천면 만선로 185,전라북도 무주군 설천면 심곡리 산43-15,35.889797,127.731389,4.0,105,,무주덕유산리조트,1399
383,벽계야영장,경상남도 의령군,,경상남도 의령군 궁류면 벽계로 201,경상남도 의령군 궁류면 벽계리 379,35.42604967,128.2080942,4.2,237,,벽계야영장,88
384,소래포구,인천광역시 남동구,,인천광역시 남동구 포구로 2-9(논현동),,37.3988308,126.7403795,3.5,315,,소래포구 전통 어시장,10204
385,소래습지생태공원,인천광역시 남동구,,인천광역시 남동구 소래로 154번길 77(논현동),,37.40736572,126.7463366,4.2,248,,소래생태습지,790
386,소래철교,인천광역시 남동구,,인천광역시 남동구 포구로 2-9(논현동),,37.3988308,126.7403795,4.2,251,,소래철교,19
387,장도포대지,인천광역시 남동구,,,인천광역시 남동구 논현동 111-13,37.39790186,126.7382687,3.9,259,,장도포대지,17
388,소래역사관,인천광역시 남동구,,인천광역시 남동구 아암대로 1605(논현동),,37.39816347,126.7375992,3.8,262,,소래역사관,80
389,화암관광지,강원도 정선군,,강원도 정선군 화암면 화암동굴길 12-13,강원도 정선군 화암면 화암리 540-12,37.35092374,128.7896216,4.5,273,,화암동굴,166
390,아우라지 관광지,강원도 정선군,,강원도 정선군 여량면 아우라지길 69,강원도 정선군 여량면 여량리 186-1,37.47574407,128.7243663,4.2,136,,아우라지 관광지,1126
391,서포리관광지,인천광역시 옹진군,,인천광역시 옹진군 덕적면 덕적남로606번길 3,인천광역시 옹진군 덕적면 서포리 229-23,37.2232919,126.1169337,4.8,245,,서포리해변,12
392,보은 삼년산성,충청북도 보은군,,충청북도 보은군 보은읍 성주1길 104,충청북도 보은군 보은읍 어암리 280-1,36.48993999,127.7417752,4.3,222,,삼년산성,127
393,보은 우당고택,충청북도 보은군,,충청북도 보은군 장안면 개안길 10-2,충청북도 보은군 장안면 개안리 154,36.46857583,127.7906134,3.8,267,,보은 우당고택 (선병국가옥),70
394,속리산 법주사,충청북도 보은군,,충청북도 보은군 속리산면 법주사로 379,충청북도 보은군 속리산면 사내리 209,36.53993659,127.8306346,4.4,285,,법주사,3340
395,동학농민혁명기념공원,충청북도 보은군,,충청북도 보은군 보은읍 동학로 236-22,충청북도 보은군 보은읍 성족리 산16,36.51567136,127.7591951,4.0,283,,동학농민혁명 기념공원,109
396,대천해수욕장,충청남도 보령시,,충청남도 보령시 머드로 123,,36.31554012,126.5108563,4.4,324,,대천해수욕장,353
397,무창포해수욕장,충청남도 보령시,,충청남도 보령시 웅천읍 열린바다1길 10,,36.24457737,126.5365426,4.2,0,,무창포해수욕장,68
398,간현관광지,강원도 원주시,,강원도 원주시 지정면 소금산길 26,강원도 원주시 지정면 간현리 1056-5,37.36489327,127.832544,4.2,308,,간현관광지(소금산그랜드밸리),5499
399,"목포근대역사관 1관 (구, 일본영사관)",전라남도 목포시,,목포시 영산로 29번길 6,전라남도 목포시 대의동2가 1-5,34.7876957778,126.3817941784,4.2,218,,목포 근대역사관 1관,2250
400,"목포근대역사관 2관 (구,동양척식주식회사)",전라남도 목포시,,목포시 번화로 18,전라남도 목포시 중앙동2가 6,34.7859637376,126.3814912397,4.2,220,,목포 근대역사관 2관(구 동양척식주식회사 목포지점),539
401,동춘당,대전광역시,,대전광역시 대덕구 동춘당로 80,대전광역시 대덕구 송촌동 192,36.36537889,127.4412933,4.4,284,,동춘당,250
402,성옥기념관,전라남도 목포시,,목포시 영산로 11,전라남도 목포시 유달동 4-2,34.7869857572,126.379864507,4.4,215,,성옥기념관,34
403,구 동본원사 목포별원,전라남도 목포시,,목포시 영산로 75번길 5,전라남도 목포시 무안동 2-4,34.7897003158,126.3842863497,4.1,262,,오거리문화센터(구 동본원사 목포별원),46
404,유달산,전라남도 목포시,,목포시 유달로 180,전라남도 목포시 죽교동 300,34.7914299321,126.3759182609,4.5,296,,유달산,90
405,서산동 시화골목,전라남도 목포시,,목포시 해안로127번길 14-2,전라남도 목포시 서산동 12-89,34.7817451946,126.3773176322,4.0,216,,서산동 시화골목,134
406,연희네슈퍼(영화 1987 촬영지),전라남도 목포시,,목포시 해안로127번길 14-2,전라남도 목포시 서산동 12-89,34.7817451946,126.3773176322,3.9,210,,연희네슈퍼(1987 촬영지),683
407,춤추는 바다분수,전라남도 목포시,,목포시 평화로 82,전라남도 목포시 상동 1157,34.7966621284,126.4337908816,4.3,233,,목포 춤추는 바다분수,354
408,목포해상케이블카,전라남도 목포시,,목포시 해양대학로 240,전라남도 목포시 죽교동 516-101,34.7994017882,126.370023893,4.3,284,,목포해상케이블카 북항승강장,3278
409,삼학도크루즈,전라남도 목포시,,목포시 삼학로 92번길 104,전라남도 목포시 산정동 1454-7,34.7810157076,126.3879310309,3.8,251,,삼학도크루즈,22
410,김대중노벨평화상기념관,전라남도 목포시,,목포시 삼학로 92번길 68,전라남도 목포시 산정동 1481,34.7828517737,126.3922505599,4.4,278,,김대중 노벨평화상기념관,1314
411,목포자연사박물관,전라남도 목포시,,목포시 남농로 135,전라남도 목포시 용해동 7,34.7939106668,126.4225029615,4.3,279,,목포자연사박물관,1501
412,갓바위,전라남도 목포시,,목포시 남농로 135,전라남도 목포시 용해동 산86-24,34.7921900744,126.4257403548,4.6,346,,대구 팔공산 갓바위,4353
413,인천가스과학관,인천광역시 연수구,,인천광역시 연수구 인천신항대로960,인천광역시 연수구 송도동 364,37.35281836,126.6121219,4.0,237,,가스과학관,118
414,인천상륙작전기념관,인천광역시 연수구,,인천광역시 연수구 청량로160번길 26,인천광역시 연수구 옥련동 525,37.42070925,126.6531798,4.2,294,,인천상륙작전기념관,899
415,컴팩스마트시티,인천광역시 연수구,,인천광역시 연수구 인천타워대로 238,인천광역시 연수구 송도동24-7,37.39281227,126.6358879,4.2,101,,인천도시역사관,222
416,가천박물관,인천광역시 연수구,,인천광역시 연수구 청량로102번길 40-9,인천광역시 연수구 옥련동 567-22,37.41847997,126.6576026,4.1,267,,가천박물관,31
417,오월드,대전광역시,,대전광역시 중구 사정공원로 70,대전광역시 중구 사정동 142,36.28749807,127.3985061,4.2,293,,대전오월드,6224
418,뿌리공원,대전광역시,,대전광역시 중구 뿌리공원로 79,대전광역시 중구 침산동 364,36.28537962,127.3883000376,4.4,0,,뿌리공원,2804
419,엑스포과학공원,대전광역시,,대전광역시 유성구 대덕대로 480,대전광역시 유성구 도룡동 3-1,36.37662561,127.3871992,4.0,276,,대전 엑스포 과학공원,94
420,한밭수목원,대전광역시,,대전광역시 서구 둔산대로 169,대전광역시 서구 만년동 396,36.36646857,127.3880154,4.6,297,,한밭수목원,3173
421,계족산황톳길,대전광역시,,대전광역시 대덕구 장동로 59,대전광역시 대덕구 와동 2-1,36.40406651,127.4297932,4.5,260,,계족산 황톳길,394
422,대청호반,대전광역시,,대전광역시 대덕구 대청로 607,대전광역시 대덕구 미호동 57,36.47362538,127.4735679,4.3,314,,대청호반자연생태공원,531
423,장태산휴양림,대전광역시,,대전광역시 서구 장안로 461,대전광역시 서구 장안동 259,36.21596913,127.3412778,4.5,251,,장태산 자연휴양림,4146
424,대전둘레산길,대전광역시,,대전광역시 중구 보문산공원로 440,대전광역시 중구 대사동 195-2,36.30879672,127.4231236,5.0,274,,시루봉,1
425,유성온천,대전광역시,,대전광역시 유성구 계룡로60,대전광역시 유성구 봉명동 574,36.3547298,127.3375865,4.4,290,,유성호텔 대온천탕,75
426,팔공산 하늘정원,경상북도 군위군,,,경상북도 군위군 부계면 동산리 산 74-18,36.0238129761,128.6967605094,4.4,240,,팔공산 하늘정원,382
427,김수환 추기경 사랑과 나눔 공원,경상북도 군위군,,경상북도 군위군 군위읍 군위금성로 270,경상북도 군위군 군위읍 용대리 424,36.2324488883,128.599612947,4.5,114,,김수환 추기경 사랑과 나눔공원,499
428,사라온 이야기 마을,경상북도 군위군,,경상북도 군위군 군위읍 동서길 49,경상북도 군위군 군위읍 서부리 44-1,36.2361553599,128.5677327961,3.9,325,,사라온 이야기마을,281
429,금정산,부산광역시 금정구,,부산광역시 금정구 범어사로 250,부산광역시 금정구 청룡동 546,35.2830426366,129.0676207876,4.6,317,,금정산,91
430,범어사,부산광역시 금정구,,부산광역시 금정구 범어사로 250,부산광역시 금정구 청룡동 546,35.28304308,129.0676212,4.6,0,,범어사,3026
431,회동수원지,부산광역시 금정구,,부산광역시 금정구 오륜대로258,부산광역시 금정구 오륜동 353-2,35.24707332,129.115753,4.4,273,,회동수원지,91
432,서동미로시장,부산광역시 금정구,,부산광역시 금정구 서동로141번길 16,부산광역시 금정구 서동 341-10,35.21586987,129.102466,4.1,295,,서동미로시장,536
433,스포원파크,부산광역시 금정구,,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 1641,35.28912108,129.1070434,4.5,333,,스포원파크,13
434,한국이슬람부산성원,부산광역시 금정구,,부산광역시 금정구 금단로 113-13,부산광역시 금정구 남산동 30-1,35.25998626,129.0922564,4.7,256,,한국이슬람중앙회 부산성원,367
435,요산문학관,부산광역시 금정구,,부산광역시 금정구 팔송로 60-6,부산광역시 금정구 남산동 662,35.27236562,129.085732,4.0,265,,요산김정한문학관,22
436,오륜대한국순교자박물관,부산광역시 금정구,,부산광역시 금정구 오륜대로 106-1,부산광역시 금정구 부곡동 1-4,35.24570172,129.1009016,4.6,247,,천주교 오륜대 한국순교자 박물관,80
437,부산대젊음의거리,부산광역시 금정구,,부산광역시 금정구 장전온천천로 51,부산광역시 금정구 장전동 643-117,35.229587,129.0888177,4.4,136,,부산대학교,559
438,금정산성마을,부산광역시 금정구,,부산광역시 금정구 산성로 452,부산광역시 금정구 금성동 554-3,35.250339,129.0561338,None,255,,금정산성마을,None
439,삽교호관광지,충청남도 당진시,,충청남도 당진시 신평면 삽교천3길 100,,36.88890544,126.8247541,3.9,265,,삽교호 관광지,2998
440,왜목마을관광지,충청남도 당진시,,충청남도 당진시 석문면 왜목길 15-5,,37.04493276,126.5246154,3.9,0,,왜목마을,4350
441,난지섬관광지,충청남도 당진시,,충청남도 당진시 석문면 난지1길 67,,37.047036,126.4242087,2.8,260,,난지섬관광지관리사무소,6
442,유당공원,전라남도 광양시,,전라남도 광양시 광양읍 백운로 14,전라남도 광양시 광양읍 목성리 673-1,34.97010442,127.5924243,4.2,229,,유당공원,141
443,서천무지개분수대,전라남도 광양시,,,전라남도 광양시 광양읍 칠성리 729,34.9735109015,127.5756853563,4.3,216,,국립희리산해송자연휴양림,462
444,장도전수관,전라남도 광양시,,전라남도 광양시 광양읍 매천로 771,전라남도 광양시 광양읍 칠성리 1009-3,34.97705608,127.5805515,5.0,240,,광양은장도전수관박물관,1
445,도립미술관,전라남도 광양시,,전라남도 광양시 순광로 680-4,전라남도 광양시 광양읍 인동리 227-1,34.96887104,127.5903033,4.3,250,,대전시립미술관,985
446,미당서정주의 집,서울특별시 관악구,,서울특별시 관악구 남부순환로 256 나길 4,서울특별시 관악구 남현동 1071-11,37.4734032,126.973367,3.0,114,,미당서정주의 집,1
447,광양와인동굴,전라남도 광양시,,전라남도 광양시 광양읍 강정길 33,전라남도 광양시 광양읍 용강리 48-1,34.96130264,127.6085909,3.1,251,,광양와인동굴,941
448,광양역사문화관,전라남도 광양시,,전라남도 광양시 광양읍 매천로 829,전라남도 광양시 광양읍 읍내리 272-1,34.9757671,127.5859802,4.3,135,,광양역사문화관,24
449,사라실 라벤더 단지,전라남도 광양시,,,전라남도 광양시 주암면 문길리 산 20-2,35.04162939,127.270748,3.7,207,,사라실라벤더시험재배단지,129
450,사라실 예술촌,전라남도 광양시,,전라남도 광양시 사곡로 201,전라남도 광양시 사곡리 1005,34.962211,127.626222,4.1,144,,광양시사라실예술촌,54
451,광양 마로산성,전라남도 광양시,,,전라남도 광양시 사곡리 산 254,34.966742,127.619496,3.8,230,,마로산성,12
452,광양 궁시장,전라남도 광양시,,,전라남도 광양시 광양읍 구산리 716,34.98778794,127.5865036,3.0,92,,광양궁시전수교육관,1
453,매천황현생가,전라남도 광양시,,전라남도 광양시 봉강면 서석길 14-3,전라남도 광양시 봉강면 석사리 758,34.99341564,127.561707,4.1,0,,매천황현생가,29
454,해달별천문대,전라남도 광양시,,전라남도 광양시 봉강면 하조길 91-20,전라남도 광양시 봉강면 조령리 산 222-7,35.07478024,127.5540516,5.0,104,,광양해달별천문대,4
455,백운산자연휴양림,전라남도 광양시,,전라남도 광양시 옥룡면 백계로 33,전라남도 광양시 옥룡면 추산리 산 114,35.05645795,127.5976491,3.9,274,,백운산자연휴양림,19
456,광양 옥룡사지,전라남도 광양시,,전라남도 광양시 옥룡면 추산리 산 35-1,전라남도 광양시 옥룡면 추산리 산 35-1,35.0470172106,127.6085305038,4.5,231,,광양 옥룡사지,28
457,국사봉랜드,전라남도 광양시,,전라남도 광양시 옥곡면 대치로 433,전라남도 광양시 옥곡면 수평리 130,35.00642478,127.6525399,4.4,262,,국사봉랜드,40
458,기독교선교100주년기념관,전라남도 광양시,,전라남도 광양시 진상면 성지로 399,전라남도 광양시 진상면 황죽리 1395,35.04305027,127.6604508,4.0,255,,광양기독교100주년,1
459,섬진강 망덕포구,전라남도 광양시,,전라남도 광양시 진월면 망덕길 171,전라남도 광양시 진월면 망덕리 845-82,34.96787088,127.7579265,4.0,215,,망덕포구,317
460,윤동주 유고 보존 정병욱 가옥,전라남도 광양시,,전라남도 광양시 진월면 망덕길 249,전라남도 광양시 진월면 망덕리 23,34.97075423,127.759122,4.3,221,,윤동주 유고보존정병욱가옥,59
461,광양매화문화관,전라남도 광양시,,전라남도 광양시 다압면 지막1길 21,전라남도 광양시 다압면 도사리 377,35.07665864,127.7180474,4.1,110,,광양매화문화관,24
462,느랭이골자연리조트,전라남도 광양시,,전라남도 광양시 토끼재길 119-32,전라남도 광양시 다압면 신원리 산125,35.06003247,127.7114041,4.1,119,,느랭이골휴양림,191
463,구봉산전망대,전라남도 광양시,,전라남도 광양시 구봉산전망대길 155,,34.93646837,127.6427008,4.4,279,,구봉산 전망대,787
464,광양항해양공원,전라남도 광양시,,,전라남도 광양시 중동 1894,34.9212775101,127.6939636136,4.2,256,,광양항 해양공원,154
465,무지개다리,전라남도 광양시,,,전라남도 광양시 금호동 625-1,34.9367985668,127.715141,4.6,304,,유림공원 무지개다리,54
466,해오름육교,전라남도 광양시,,,전라남도 광양시 마동 1125,34.9344266195,127.7061606362,None,109,,해오름,None
467,배알도수변공원,전라남도 광양시,,,전라남도 광양시 태인동 1632-13,34.959931,127.7601849287,4.2,226,,배알도수변공원,872
468,광양 김 시식지,전라남도 광양시,,전라남도 광양시 김시식지1길 57-6,,34.94697848,127.7519933,4.4,228,,광양김시식지,48
469,능강관광지,충청북도 제천시,,충청북도 제천시 수산면 옥순봉로 1248,충청북도 제천시 수산면 능강리 200-10,36.9900227746,128.1956763721,4.1,127,,능강계곡,587
470,금월봉관광지,충청북도 제천시,,충청북도 제천시 금성면 청풍호로 1316,충청북도 제천시 금성면 월굴리 134-41,37.04384263,128.1736527,3.6,229,,금월봉,547
471,계산관광지,충청북도 제천시,,충청북도 제천시 청풍면 계산리 9-4번지,충청북도 제천시 청풍면 계산리 9-4,37.017861,128.130911,4.4,282,,피반령,389
472,만남의광장,충청북도 제천시,,충청북도 제천시 청풍면 청풍호로50길 6,충청북도 제천시 청풍면 교리 147,37.01083356,128.1811895,3.5,288,,대덕밸리 만남의광장,150
473,제천 성내관광지,충청북도 제천시,,충청북도 제천시 금성면 청풍호로 1482,충청북도 제천시 금성면 성내리 산12-2,37.03366403,128.1751729,4.2,172,,청풍문화재단지,1768
474,제천온천관광지,충청북도 제천시,,충청북도 제천시 수산면 내리 산24번지,충청북도 제천시 수산면 내리 산24,36.9218335179,128.181971362,4.3,251,,의림지,3968
475,교리관광지,충청북도 제천시,,충청북도 제천시 청풍면 청풍호로 1798,충청북도 제천시 청풍면 교리 225-1,37.0165671698,128.1768531473,4.1,310,,경주교촌마을,4563
476,치산관광지,경상북도 영천시,,경상북도 영천시 신녕면 신암길 17,경상북도 영천시 신녕면 치산리 산255,36.0469328129,128.7128209679,4.1,121,,치산계곡,186
477,자갈치시장,부산광역시 중구,,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,35.09661444,129.0305818,4.0,349,,자갈치시장,21521
478,40계단테마거리,부산광역시 중구,,부산광역시 중구 대청로135번길 13,부산광역시 중구 중앙동4가 38-1,35.10397225,129.0346287,None,260,,2시간 36분,None
479,BIFF광장,부산광역시 중구,,부산광역시 중구 비프광장로 36,부산광역시 중구 남포동5가 18-1,35.09862035,129.0287588,None,128,,비프광장로,None
480,영도대교,부산광역시 중구,,부산광역시 중구 태종로 8,부산광역시 중구 남포동1가 33-9,35.09725344,129.035681,4.4,0,,영도대교,555
481,보수동책방골목,부산광역시 중구,,부산광역시 중구 대청로 57-1,부산광역시 중구 보수동1가 124-15,35.10323904,129.0263248,4.1,0,,보수동책방골목,3235
482,용두산공원,부산광역시 중구,,부산광역시 중구 용두산길 37-55,부산광역시 중구 광복동2가 1-2,35.1009305,129.0324434,4.3,0,,용두산공원,4689
483,광복로,부산광역시 중구,,부산광역시 중구 광복중앙로 1,부산광역시 중구 창선동1가 44,35.09947039,129.0311659,None,266,,광복로,None
484,부산영화체험박물관,부산광역시 중구,,부산광역시 중구 대청로126번길 12,부산광역시 중구 동광동3가 41-4,35.10169342,129.033594,4.2,295,,부산영화체험박물관,713
485,예술의전당,서울특별시 서초구,,서울특별시 서초구 남부순환로 2406,서울특별시 서초구 서초동 700,37.4802402,127.0142152,4.5,259,,대전예술의전당,1603
486,국립국악원,서울특별시 서초구,,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771881,127.0098185,4.5,359,,대전시립연정국악원,321
487,헌인릉,서울특별시 서초구,,서울특별시 서초구 헌인릉길 36-10,서울특별시 서초구 내곡동 산 13-1,37.46537744,127.0837156,4.3,263,,헌인릉,833
488,매헌 윤봉길의사 기념관,서울특별시 서초구,,서울특별시 서초구 매헌로 99,서울특별시 서초구 양재동 236,37.4730498,127.0369771,4.4,249,,매헌윤봉길의사기념관,298
489,고투몰,서울특별시 서초구,,서울특별시 서초구 신반포로200,서울특별시 서초구 잠원동 68-17,37.50622031,127.0050517,4.3,273,,고투몰 고속버스터미널 지하상가,823
490,"세빛섬, 반포대교 달빛무지개분수",서울특별시 서초구,,서울특별시 서초구 올림픽대로683,서울특별시 서초구 반포동 650,37.5124362,126.9959623,4.5,261,,반포대교 달빛무지개분수,2672
491,삼성딜라이트,서울특별시 서초구,,서울특별시 서초구 서초대로74길 11,서울특별시 서초구 서초동 1320-10,37.4966085,127.0269023,4.3,115,,삼성 딜라이트,3742
492,강감찬전시관,서울특별시 관악구,,서울특별시 관악구 낙성대로 77 낙성대공원내,서울특별시 관악구 봉천동 228,37.47197208,126.959371,None,129,,강감찬전시관,None
493,구문소 관광지,강원도 태백시,,강원도 태백시 동태백로11(동점동),강원도 태백시 동점동 498-123,37.0929806,129.042284,4.3,271,,구문소,969
494,무릉계곡,강원도 동해시,,강원도 동해시 삼화로 584,강원도 동해시 삼화동 860-1,37.463551,129.014511,4.7,235,,무릉계곡,128
495,망상,강원도 동해시,,강원도 동해시 동해대로 6270-10,강원도 동해시 망상동 393-100,37.59225327,129.0896922,5.0,339,,동해 망상 해변 한옥촌,1
496,추암,강원도 동해시,,강원도 동해시 촛대바위길 28,강원도 동해시 추암동 1,37.477063,129.159196,4.5,349,,추암,10
497,천지연폭포,제주특별자치도 서귀포시,,제주특별자치도 서귀포시 남성중로 2-15(서홍동),제주특별자치도 서귀포시 서홍동 666-1,33.2447447,126.5595511,4.3,258,,천지연폭포,510
498,정방폭포,제주특별자치도 서귀포시,,제주특별자치도 서귀포시 칠십리로214번길 37(동홍동),제주특별자치도 서귀포시 동홍동 278,33.24474912,126.5730486,4.5,0,,정방폭포,9797
499,중문대포주상절리대,제주특별자치도 서귀포시,,제주특별자치도 서귀포시 이어도로 36-30(중문동),제주특별자치도 서귀포시 중문동 2768-1,33.23799399,126.4260174,4.4,0,,주상절리대,9537
500,천제연폭포,제주특별자치도 서귀포시,,제주특별자치도 서귀포시 천제연로 132(중문동),제주특별자치도 서귀포시 중문동 2232,33.2526783,126.4183754,4.3,0,,천제연폭포,4920
501,산방산,제주특별자치도 서귀포시,,제주특별자치도 서귀포시 안덕면 산방로 218-11,제주특별자치도 서귀포시 안덕면 사계리 184,33.23697818,126.312306,4.4,306,,산방산,180
502,용머리해안,제주특별자치도 서귀포시,,,제주특별자치도 서귀포시 안덕면 사계리 112-3,33.2336990988,126.3146297339,4.4,0,,용머리해안,4463
503,감귤박물관,제주특별자치도 서귀포시,,제주특별자치도 서귀포시 효돈순환로 441(신효동),제주특별자치도 서귀포시 신효동 1200-6,33.27159304,126.6074285,4.0,342,,감귤박물관,1369
504,통일전망대,강원도 고성군,,강원도 고성군 현내면 금강산로 481,강원도 고성군 현내면 마차진리 188,38.5143860898,128.4167029557,4.3,321,,오두산통일전망대,3589
505,화진포역사안보전시관,강원도 고성군,,강원도 고성군 거진읍 화진포길 280,강원도 고성군 거진읍 화포리 530-1,38.4725051545,128.4430601817,2.5,97,,역사안보전시관,2
506,화진포해양박물관,강원도 고성군,,강원도 고성군 현내면 화진포길 412,강원도 고성군 현내면 초도리 94-1 화진포해양박물관,38.481345,128.435682,3.6,222,,화진포 해양박물관,851
