,관광지명,도시,테마,도로명주소,지번주소,위도,경도,구글별점,검색건수,데이터셋카테고리,지도상 관광지명,리뷰개수
664,"고모산성, 토끼비리",경상북도 문경시,,,경상북도 문경시 마성면 신현리 산30-1,36.661492,128.1269726,4.5,103,,문경 토끼비리,2
665,문경짚라인,경상북도 문경시,,경상북도 문경시 불정길 174,,36.62285644,128.1367824,4.4,248,,짚라인코리아 문경지점,473
666,문경 종합온천,경상북도 문경시,,경상북도 문경시 문경읍 온천2길 24,,36.72937376,128.1089547,3.9,238,,문경종합온천,727
667,문경 활공랜드,경상북도 문경시,,,경상북도 문경시 문경읍 고요리 436-2,36.7362239,128.1517095,4.6,258,,문경활공랜드 패러글라이딩,198
668,불정자연휴양림,경상북도 문경시,,경상북도 문경시 불정길 180,,36.62128207,128.1365074,4.1,240,,불정자연휴양림,160
669,선바위관광지,경상북도 영양군,,경상북도 영양군 입암면 영양로 883-16,,36.60854407,129.0820141,4.0,334,,선바위관광지,343
670,탑산약수온천,경상북도 의성군,,경상북도 의성군 봉양면 도리원2길 88-42,경상북도 의성군 봉양면 구산리 1635,36.3039619471,128.5892642391,3.6,191,,탑산약수온천,335
671,석정온천관광지,전라북도 고창군,,전라북도 고창군 고창읍 석정2로 173,전라북도 고창군 고창읍 석정리 733,35.43111098,126.7405968,4.2,186,,석정온천휴스파,1503
672,고석정,강원도 철원군,,강원도 철원군 동송읍 태봉로 1825,강원도 철원군 동송읍 장흥리 20-1,38.18542141,127.2874037,4.3,274,,고석정,3670
673,직탕,강원도 철원군,,강원도 철원군 갈말읍 직탕길 32,강원도 철원군 갈말읍 상사리 552,38.2069247,127.2690548,4.1,246,,직탕폭포,1579
674,오동도,전라남도 여수시,,전라남도 여수시 오동도로 222,전라남도 여수시 수정동 1-2,34.7443435,127.764121,4.4,265,,오동도,305
675,진남관,전라남도 여수시,,전라남도 여수시 동문로 11,전라남도 여수시 군자동 472,34.7413383,127.7365704127,3.7,0,,진남관,603
676,향일암,전라남도 여수시,,전라남도 여수시 돌산읍 향일암로 60,전라남도 여수시 율림리 산 7,34.59379448,127.8029861,4.5,0,,대한불교조계종 향일암,5232
677,여수해상케이블카,전라남도 여수시,,전라남도 여수시 자산4길 39,전라남도 여수시 수정동 332-57,34.7402223,127.7529196721,4.2,300,,여수해상케이블카 돌산탑승장,10122
678,여수세계박람회장,전라남도 여수시,,전라남도 여수시 박람회길 1,전라남도 여수시 덕충동 2005,34.7521895579,127.7465005087,3.8,0,,여수세계박람회장,1019
679,여수해양공원,전라남도 여수시,,전라남도 여수시 하멜로 96,전라남도 여수시 종화동 458-5,34.7367669832,127.7484079149,4.2,276,,여수해양공원,2677
680,예술랜드리조트,전라남도 여수시,,"전라남도 여수시 돌산읍 무술목길 142-1,",전라남도 여수시 돌산읍 평사리 산244,34.6951070227,127.7769452235,4.2,240,,여수예술랜드리조트,1128
681,여수이순신대교,전라남도 여수시,,전남 여수시 묘도7길 110,전남 여수시 묘도동 산127-37,34.888766,127.705501,4.5,276,,이순신대교,89
682,신정호국민관광지,충청남도 아산시,,충청남도 아산시 신정로 616,충청남도 아산시 방축동 5,36.7715214106,126.9839151707,4.4,254,,신정호국민관광지,2726
683,아산온천관광지,충청남도 아산시,,충청남도 아산시 송악면 도송로632번길 138,충청남도 아산시 음봉면 신수리 292-6,36.6988475905,126.9666068657,3.7,275,,아산스파비스,2421
684,두타연,강원도 양구군,,강원도 방산면 두타연로 297,강원도 양구군 방산면 고방산리 1024,38.272446,127.995484,3.6,124,,두타연갤러리,29
685,한반도섬,강원도 양구군,,강원도 양구군 양구읍 고대리 649-1,강원도 양구군 양구읍 고대리 649-1,38.130582,127.982972,3.9,291,,한반도섬,49
686,을지전망대,강원도 양구군,,강원도 양구군 해안면 전망대로 540,강원도 양구군 해안면 후리 621,38.3247414638,128.1355517642,4.4,256,,을지전망대,298
687,제4땅굴,강원도 양구군,,양구군 해안면 땅굴로 454,강원도 양구군 해안면 이현리 743,38.3196354237,128.1107276057,4.2,286,,제4땅굴,508
688,국토정중앙천문대,강원도 양구군,,강원도 양구군 남면 국토정중앙로 127,강원도 양구군 남면 도촌리 96-5,38.0689400086,128.0296779964,4.2,223,,국토정중앙천문대,123
689,"양구자연생태공원(생태식물원,DMZ야상화분재원,DMZ야생동물생태관)",강원도 양구군,,강원도 양구군 동면 숨골로 310번길 169,강원도 양구군 동면 원당리 180,38.191978,128.0769702285,3.6,50,,DMZ야생동물생태관,5
690,대가야생활촌,경상북도 고령군,,경상북도 고령군 대가야읍 신남로 81,경상북도 고령군 대가야읍 고아리 658,35.7118532,128.269244,3.6,253,,대가야생활촌,20
691,대가야역사테마관광지,경상북도 고령군,,경상북도 고령군 대가야읍 대가야로 1216,경상북도 고령군 대가야읍 지산리 471-1,35.72008263,128.2596761,4.3,241,,대가야역사테마관광지,506
692,부례관광지,경상북도 고령군,,경상북도 고령군 우곡면 우곡강변길 672,경상북도 고령군 우곡면 예곡리 97,35.67179721,128.3596243,4.2,271,,고령 부례관광지,63
693,청도박물관,경상북도 청도군,,경상북도 청도군 이서면 이서로 567,경상북도 청도군 이서면 양원리 129-5,35.6942561,128.6865383,4.0,328,,청도박물관,494
694,한국코미디타운,경상북도 청도군,,경상북도 청도군 이서면 이서로 565,경상북도 청도군 이서면 양원리 91-3,35.69358881,128.6863121,4.0,293,,한국코미디타운,151
695,소싸움테마파크,경상북도 청도군,,경상북도 청도군 화양읍 남성현로 346,경상북도 청도군 화양읍 삼신리 1059-1,35.68529236,128.724138,4.1,265,,청도소싸움미디어체험관,281
696,청도레일바이크,경상북도 청도군,,경상북도 청도군 청도읍 하지길 46-51,경상북도 청도군 청도읍 신도리 48-2,35.58811543,128.7661723,4.3,260,,청도 레일바이크,895
697,청도자전거공원,경상북도 청도군,,,경상북도 청도군 청도읍 유호리 39-15,35.58765883,128.7653536,3.9,235,,청도군 자전거공원 캠핑장,107
698,청도신화랑풍류마을,경상북도 청도군,,경상북도 청도군 운문면 운문로 2455,경상북도 청도군 운문면 방지리 89,35.71807519,128.9223074,4.2,290,,청도신화랑풍류마을,129
699,새마을운동발상지기념공원,경상북도 청도군,,경상북도 청도군 청도읍 새마을1길 34,경상북도 청도군 청도읍 신도리 18-2,35.60019163,128.7661495,4.2,151,,새마을운동발상지기념관,225
700,청도소싸움경기장,경상북도 청도군,,경상북도 청도군 화양읍 남성현로 348,경상북도 청도군 화양읍 삼신리 693-2,35.68673395,128.7251463,4.2,288,,청도 소싸움경기장,814
701,와인터널,경상북도 청도군,,경상북도 청도군 화양읍 송금길 100,경상북도 청도군 화양읍 송금리 산121,35.71513567,128.7205341,4.2,327,,영동와인터널,514
702,프로방스 포토랜드,경상북도 청도군,,경상북도 청도군 화양읍 이슬미로 272-20,경상북도 청도군 화양읍 삼신리 877,35.68355077,128.7188703,4.0,246,,청도 프로방스,1874
703,가산산성,경상북도 칠곡군,,,경상북도 칠곡군 동명면 남원리 32-78,36.021011,128.590851,4.3,267,,가산산성,421
704,가산산성야영장,경상북도 칠곡군,,경상북도 칠곡군 동명면 한티로 1034,,36.016197,128.618108,4.1,307,,가산산성야영장,53
705,구상문학관,경상북도 칠곡군,,경상북도 칠곡군 왜관읍 구상길 191,,35.983943,128.394568,3.9,255,,칠곡군청 구상문학관,54
706,다부동전적기념관,경상북도 칠곡군,,경상북도 칠곡군 가산면 호국로 1486,,36.046443,128.518875,4.2,268,,다부동 전적기념관,514
707,송정자연휴양림,경상북도 칠곡군,,경상북도 칠곡군 석적읍 반계3길 88,,36.023332,128.441641,4.1,229,,송정자연휴양림,304
708,칠곡보오토캠핑장,경상북도 칠곡군,,경상북도 칠곡군 약목면 강변서로 110-43,,36.020591,128.394566,3.9,235,,칠곡보 오토캠핑장,690
709,칠곡호국평화기념관,경상북도 칠곡군,,경상북도 칠곡군 석적읍 강변대로 1580,,36.017918,128.404032,4.3,262,,칠곡호국평화기념관,932
710,칠곡양떼목장,경상북도 칠곡군,,경상북도 칠곡군 지천면 창평로 209-42,,35.984545,128.48874,4.0,236,,칠곡양떼목장,3
711,가산수피아,경상북도 칠곡군,,경상북도 칠곡군 가산면 학하들안2길 105,,36.086109,128.485044,4.0,258,,가산수피아,330
712,국립칠곡숲체원,경상북도 칠곡군,,경상북도 칠곡군 석적읍 유학로 532,,36.063539,128.466183,4.5,267,,국립칠곡숲체원,74
713,마곡사관광지,충청남도 공주시,,,충청남도 공주시 사곡면 운암리 731-2,36.5561713566,127.020329,4.4,325,,마곡사,2920
714,공주문화관광지,충청남도 공주시,,,충청남도 공주시 웅진동 431,36.4707618338,127.1108054958,4.5,0,,공산성,1303
715,지리산 온천관광지,전라남도 구례군,,전라남도 구례군 산동면 지리산온천로 261,전라남도 구례군 산동면 관산리 522,35.3184937,127.4577881,4.0,197,,지리산온천먹거리타운,3
716,사계고택,충청남도 계룡시,,충청남도 계룡시 두마면 사계로 122-4,충청남도 계룡시 두마면 두계리 96,36.265691,127.271724,4.2,275,,계룡 사계고택,39
717,모원재,충청남도 계룡시,,충청남도 계룡시 두마면 왕대2길6-10,충청남도 계룡시 두마면 왕대리 281-1,36.254886,127.2732752845,3.7,121,,두마신원재,3
718,염선재,충청남도 계룡시,,충청남도 계룡시 사계로 5-16(금암동),충청남도 계룡시 금암동 45,36.2693923,127.261851,4.5,106,,김달진미술연구소,2
719,이심원충신정려현판,충청남도 계룡시,,충청남도 계룡시 금암1 길 7(금암동),충청남도 계룡시 금암동 281-4,36.280034,127.2470773156,4.3,232,,이심원충신정려현판,3
720,신원재,충청남도 계룡시,,충청남도 계룡시 두마면 왕대2길43,충청남도 계룡시 두마면 왕대리 299,36.255245,127.270342,3.7,229,,두마신원재,3
721,광덕계곡관광지,강원도 화천군,,강원도 화천군 사내면 포화로 일원,강원도 화천군 사내면 광덕리 일원,38.1077,127.4412,3.9,246,,광덕계곡,199
722,불회사,전라남도 나주시,,전라남도 나주시 다도면 다도로 1224-142,전라남도 나주시 다도면 마산리 999,34.9085344,126.8212738,4.5,253,,덕룡산 불회사,186
723,금성관,전라남도 나주시,,전라남도 나주시 금성관길 8,전라남도 나주시 과원동 109-5,35.0328694,126.7144929,None,107,,금성관길,None
724,도래마을(홍기옥 가옥),전라남도 나주시,,전라남도 나주시 다도면 동력길 16,전라남도 나주시 다도면 풍산리 199,34.9982734,126.8203117,4.0,237,,나주 홍기창 가옥,10
725,정수루,전라남도 나주시,,전라남도 나주시 금성관길 13-20,전라남도 나주시 금계동 33-18,35.0321775,126.7160575,5.0,266,,정수루,2
726,나주향교,전라남도 나주시,,전라남도 나주시 향교길 38,전라남도 나주시 교동 32-3,35.0335556,126.7093249,4.1,130,,나주향교 대성전,96
727,완사천,전라남도 나주시,,전라남도 나주시 완사천길 14,전라남도 나주시 송월동 1096-13,35.0154791,126.7118546,4.3,294,,나주 완사천,18
728,목사내아,전라남도 나주시,,전라남도 나주시 금성관길 13-8,전라남도 나주시 금계동 33-31,35.0320205,126.7143379,4.6,206,,나주 목사내아 금학헌,38
729,영모정,전라남도 나주시,,전라남도 나주시 다시면 회진길 14-8,전라남도 나주시 다시면 회진리 101,34.9972536,126.6649382,3.8,291,,진안 영모정,4
730,남고문,전라남도 나주시,,,전라남도 나주시 남내동 2-20,35.0295791,126.7183107,4.1,297,,남고문,81
731,구)나주역,전라남도 나주시,,전라남도 나주시 죽림길 26,전라남도 나주시 죽림동 60-172,35.0280742,126.7240915,3.5,236,,나주역,13
732,노안천주교회,전라남도 나주시,,전라남도 나주시 노안면 이슬촌길 108,전라남도 나주시 노안면 양천리 780,35.1035406,126.6729169,4.7,293,,천주교 나주 노안 성당,16
733,나주시천연염색박물관,전라남도 나주시,,전라남도 나주시 다시면 백호로 379,전라남도 나주시 다시면 회진리 163,34.9941709,126.660678,4.1,256,,한국천연염색박물관,144
734,나주목문화관,전라남도 나주시,,전라남도 나주시 금성관길 15,전라남도 나주시 금계동 13-2,35.0322924,126.7135485,4.3,210,,나주목문화관,10
735,중흥골드스파&리조트,전라남도 나주시,,전라남도 나주시 다도면 나주호로 558-314,전라남도 나주시 다도면 방산리 1449-4,34.9482971,126.8692314,3.9,261,,중흥골드스파&리조트,1370
736,나주영상테마파크,전라남도 나주시,,전라남도 나주시 공산면 덕음로 450,전라남도 나주시 공산면 신곡리 산2,34.9789507,126.5995011,4.0,225,,나주영상테마파크,472
737,남파고택,전라남도 나주시,,전라남도 나주시 금성길 13,전라남도 나주시 남내동 95-25,35.0306171,126.71622,4.6,142,,나주 남파고택,11
738,반남고분군,전라남도 나주시,,전라남도 나주시 반남면 고분로 756,전라남도 나주시 반남면 신촌리 249-2,34.914685,126.6591998,5.0,260,,나주 반남 고분군,2
739,백호문학관,전라남도 나주시,,전라남도 나주시 다시면 회진길 8,전라남도 나주시 다시면 회진리 103,34.996891,126.6647524,4.1,248,,백호문학관,10
740,국립나주박물관,전라남도 나주시,,전라남도 나주시 반남면 고분로 747,전라남도 나주시 신촌리 152-25,34.9144962,126.6574509,4.4,365,,국립나주박물관,788
741,영산포 역사갤러리,전라남도 나주시,,전라남도 나주시 영산3길 17 영산포,전라남도 나주시 영산동 247-2,35.0006914,126.7093485,5.0,75,,영산포 역사갤러리,1
742,나주복암리고분전시관,전라남도 나주시,,전라남도 나주시 다시면 백호로 287,전라남도 나주시 다시면 복암리 71,34.9961663,126.6538838,4.5,137,,나주 복암리 고분 전시관,88
743,일본인근대가옥,전라남도 나주시,,전라남도 나주시 예향로 3869-4,전라남도 나주시 영산동 660,35.0009356,126.7112913,3.7,212,,신흥동 일본식가옥,3128
744,빛가람호수공원전망대,전라남도 나주시,,전라남도 나주시 호수로 77,전라남도 나주시 빛가람동 산4-321,35.0152195,126.7811718,4.3,185,,빛가람전망대,1523
